locale	length	ldml_pattern	finetype_type	note
mic	full	HH:mm:ss zzzz	datetime.time.hms_24h	24h with seconds
mk	short	HH:mm	datetime.time.hm_24h	24h without seconds
mk	medium	HH:mm:ss	datetime.time.hms_24h	24h with seconds
mk	long	HH:mm:ss z	datetime.time.hms_24h	24h with seconds
mk	full	HH:mm:ss zzzz	datetime.time.hms_24h	24h with seconds
ml	short	h:mm a	datetime.time.hm_12h	12h without seconds
ml	medium	h:mm:ss a	datetime.time.hms_12h	12h with seconds
ml	long	h:mm:ss a z	datetime.time.hms_12h	12h with seconds
ml	full	h:mm:ss a zzzz	datetime.time.hms_12h	12h with seconds
mn	short	HH:mm	datetime.time.hm_24h	24h without seconds
mn	medium	HH:mm:ss	datetime.time.hms_24h	24h with seconds
mn	long	HH:mm:ss (z)	datetime.time.hms_24h	24h with seconds
mn	full	HH:mm:ss (zzzz)	datetime.time.hms_24h	24h with seconds
mn-Mong	short	HH:mm	datetime.time.hm_24h	24h without seconds
mn-Mong	medium	HH:mm:ss	datetime.time.hms_24h	24h with seconds
mn-Mong	long	HH:mm:ss z	datetime.time.hms_24h	24h with seconds
mn-Mong	full	HH:mm:ss zzzz	datetime.time.hms_24h	24h with seconds
mn-Mong-MN	short	HH:mm	datetime.time.hm_24h	24h without seconds
mn-Mong-MN	medium	HH:mm:ss	datetime.time.hms_24h	24h with seconds
mn-Mong-MN	long	HH:mm:ss (z)	datetime.time.hms_24h	24h with seconds
mn-Mong-MN	full	HH:mm:ss (zzzz)	datetime.time.hms_24h	24h with seconds
mni	short	h:mm a	datetime.time.hm_12h	12h without seconds
mni	medium	h:mm:ss a	datetime.time.hms_12h	12h with seconds
mni	long	h:mm:ss a z	datetime.time.hms_12h	12h with seconds
mni	full	h:mm:ss a zzzz	datetime.time.hms_12h	12h with seconds
mni-Beng	short	h:mm a	datetime.time.hm_12h	12h without seconds
mni-Beng	medium	h:mm:ss a	datetime.time.hms_12h	12h with seconds
mni-Beng	long	h:mm:ss a z	datetime.time.hms_12h	12h with seconds
mni-Beng	full	h:mm:ss a zzzz	datetime.time.hms_12h	12h with seconds
mni-Mtei	short	HH:mm	datetime.time.hm_24h	24h without seconds
mni-Mtei	medium	HH:mm:ss	datetime.time.hms_24h	24h with seconds
mni-Mtei	long	HH:mm:ss z	datetime.time.hms_24h	24h with seconds
mni-Mtei	full	HH:mm:ss zzzz	datetime.time.hms_24h	24h with seconds
moh	short	h:mm a	datetime.time.hm_12h	12h without seconds
moh	medium	h:mm:ss a	datetime.time.hms_12h	12h with seconds
moh	long	h:mm:ss a z	datetime.time.hms_12h	12h with seconds
moh	full	h:mm:ss a zzzz	datetime.time.hms_12h	12h with seconds
mr	short	h:mm a	datetime.time.hm_12h	12h without seconds
mr	medium	h:mm:ss a	datetime.time.hms_12h	12h with seconds
mr	long	h:mm:ss a z	datetime.time.hms_12h	12h with seconds
mr	full	h:mm:ss a zzzz	datetime.time.hms_12h	12h with seconds
ms	short	h:mm a	datetime.time.hm_12h	12h without seconds
ms	medium	h:mm:ss a	datetime.time.hms_12h	12h with seconds
ms	long	h:mm:ss a z	datetime.time.hms_12h	12h with seconds
ms	full	h:mm:ss a zzzz	datetime.time.hms_12h	12h with seconds
ms-Arab	short	h:mm a	datetime.time.hm_12h	12h without seconds
ms-Arab	medium	h:mm:ss a	datetime.time.hms_12h	12h with seconds
ms-Arab	long	h:mm:ss a z	datetime.time.hms_12h	12h with seconds
ms-Arab	full	h:mm:ss a zzzz	datetime.time.hms_12h	12h with seconds
ms-Arab-BN	short	h:mm a	datetime.time.hm_12h	12h without seconds
ms-Arab-BN	medium	h:mm:ss a	datetime.time.hms_12h	12h with seconds
ms-Arab-BN	long	h:mm:ss a z	datetime.time.hms_12h	12h with seconds
ms-Arab-BN	full	h:mm:ss a zzzz	datetime.time.hms_12h	12h with seconds
ms-BN	short	h:mm a	datetime.time.hm_12h	12h without seconds
ms-BN	medium	h:mm:ss a	datetime.time.hms_12h	12h with seconds
ms-BN	long	h:mm:ss a z	datetime.time.hms_12h	12h with seconds
ms-BN	full	h:mm:ss a zzzz	datetime.time.hms_12h	12h with seconds
ms-ID	short	HH.mm	datetime.time.hm_24h	24h without seconds
ms-ID	medium	HH.mm.ss	datetime.time.hms_24h	24h with seconds
ms-ID	long	HH.mm.ss z	datetime.time.hms_24h	24h with seconds
ms-ID	full	HH.mm.ss zzzz	datetime.time.hms_24h	24h with seconds
ms-SG	short	h:mm a	datetime.time.hm_12h	12h without seconds
ms-SG	medium	h:mm:ss a	datetime.time.hms_12h	12h with seconds
ms-SG	long	h:mm:ss a z	datetime.time.hms_12h	12h with seconds
ms-SG	full	h:mm:ss a zzzz	datetime.time.hms_12h	12h with seconds
mt	short	HH:mm	datetime.time.hm_24h	24h without seconds
mt	medium	HH:mm:ss	datetime.time.hms_24h	24h with seconds
mt	long	HH:mm:ss z	datetime.time.hms_24h	24h with seconds
mt	full	HH:mm:ss zzzz	datetime.time.hms_24h	24h with seconds
mua	short	HH:mm	datetime.time.hm_24h	24h without seconds
mua	medium	HH:mm:ss	datetime.time.hms_24h	24h with seconds
mua	long	HH:mm:ss z	datetime.time.hms_24h	24h with seconds
mua	full	HH:mm:ss zzzz	datetime.time.hms_24h	24h with seconds
mus	short	HH:mm	datetime.time.hm_24h	24h without seconds
mus	medium	HH:mm:ss	datetime.time.hms_24h	24h with seconds
mus	long	HH:mm:ss z	datetime.time.hms_24h	24h with seconds
mus	full	HH:mm:ss zzzz	datetime.time.hms_24h	24h with seconds
my	short	H:mm	datetime.time.hm_24h	24h without seconds
my	medium	H:mm:ss	datetime.time.hms_24h	24h with seconds
my	long	z HH:mm:ss	datetime.time.hms_24h	24h with seconds
my	full	zzzz HH:mm:ss	datetime.time.hms_24h	24h with seconds
myv	short	HH:mm	datetime.time.hm_24h	24h without seconds
myv	medium	HH:mm:ss	datetime.time.hms_24h	24h with seconds
myv	long	HH:mm:ss z	datetime.time.hms_24h	24h with seconds
myv	full	HH:mm:ss zzzz	datetime.time.hms_24h	24h with seconds
mzn	short	HH:mm	datetime.time.hm_24h	24h without seconds
mzn	medium	HH:mm:ss	datetime.time.hms_24h	24h with seconds
mzn	long	HH:mm:ss z	datetime.time.hms_24h	24h with seconds
mzn	full	HH:mm:ss zzzz	datetime.time.hms_24h	24h with seconds
naq	short	h:mm a	datetime.time.hm_12h	12h without seconds
naq	medium	h:mm:ss a	datetime.time.hms_12h	12h with seconds
naq	long	h:mm:ss a z	datetime.time.hms_12h	12h with seconds
naq	full	h:mm:ss a zzzz	datetime.time.hms_12h	12h with seconds
nb-SJ	short	HH:mm	datetime.time.hm_24h	24h without seconds
nb-SJ	medium	HH:mm:ss	datetime.time.hms_24h	24h with seconds
nb-SJ	long	HH:mm:ss z	datetime.time.hms_24h	24h with seconds
nb-SJ	full	HH:mm:ss zzzz	datetime.time.hms_24h	24h with seconds
nd	short	HH:mm	datetime.time.hm_24h	24h without seconds
nd	medium	HH:mm:ss	datetime.time.hms_24h	24h with seconds
nd	long	HH:mm:ss z	datetime.time.hms_24h	24h with seconds
nd	full	HH:mm:ss zzzz	datetime.time.hms_24h	24h with seconds
nds	short	HH:mm	datetime.time.hm_24h	24h without seconds
nds	medium	HH:mm:ss	datetime.time.hms_24h	24h with seconds
nds	long	HH:mm:ss z	datetime.time.hms_24h	24h with seconds
nds	full	HH:mm:ss zzzz	datetime.time.hms_24h	24h with seconds
nds-NL	short	HH:mm	datetime.time.hm_24h	24h without seconds
nds-NL	medium	HH:mm:ss	datetime.time.hms_24h	24h with seconds
nds-NL	long	HH:mm:ss z	datetime.time.hms_24h	24h with seconds
nds-NL	full	HH:mm:ss zzzz	datetime.time.hms_24h	24h with seconds
ne	short	HH:mm	datetime.time.hm_24h	24h without seconds
ne	medium	HH:mm:ss	datetime.time.hms_24h	24h with seconds
ne	long	HH:mm:ss z	datetime.time.hms_24h	24h with seconds
ne	full	HH:mm:ss zzzz	datetime.time.hms_24h	24h with seconds
ne-IN	short	h:mm a	datetime.time.hm_12h	12h without seconds
ne-IN	medium	h:mm:ss a	datetime.time.hms_12h	12h with seconds
ne-IN	long	h:mm:ss a z	datetime.time.hms_12h	12h with seconds
ne-IN	full	h:mm:ss a zzzz	datetime.time.hms_12h	12h with seconds
nl-AW	short	HH:mm	datetime.time.hm_24h	24h without seconds
nl-AW	medium	HH:mm:ss	datetime.time.hms_24h	24h with seconds
nl-AW	long	HH:mm:ss z	datetime.time.hms_24h	24h with seconds
nl-AW	full	HH:mm:ss zzzz	datetime.time.hms_24h	24h with seconds
nl-BQ	short	HH:mm	datetime.time.hm_24h	24h without seconds
nl-BQ	medium	HH:mm:ss	datetime.time.hms_24h	24h with seconds
nl-BQ	long	HH:mm:ss z	datetime.time.hms_24h	24h with seconds
nl-BQ	full	HH:mm:ss zzzz	datetime.time.hms_24h	24h with seconds
nl-CW	short	HH:mm	datetime.time.hm_24h	24h without seconds
nl-CW	medium	HH:mm:ss	datetime.time.hms_24h	24h with seconds
nl-CW	long	HH:mm:ss z	datetime.time.hms_24h	24h with seconds
nl-CW	full	HH:mm:ss zzzz	datetime.time.hms_24h	24h with seconds
nl-SR	short	HH:mm	datetime.time.hm_24h	24h without seconds
nl-SR	medium	HH:mm:ss	datetime.time.hms_24h	24h with seconds
nl-SR	long	HH:mm:ss z	datetime.time.hms_24h	24h with seconds
nl-SR	full	HH:mm:ss zzzz	datetime.time.hms_24h	24h with seconds
nl-SX	short	HH:mm	datetime.time.hm_24h	24h without seconds
nl-SX	medium	HH:mm:ss	datetime.time.hms_24h	24h with seconds
nl-SX	long	HH:mm:ss z	datetime.time.hms_24h	24h with seconds
nl-SX	full	HH:mm:ss zzzz	datetime.time.hms_24h	24h with seconds
nmg	short	HH:mm	datetime.time.hm_24h	24h without seconds
nmg	medium	HH:mm:ss	datetime.time.hms_24h	24h with seconds
nmg	long	HH:mm:ss z	datetime.time.hms_24h	24h with seconds
nmg	full	HH:mm:ss zzzz	datetime.time.hms_24h	24h with seconds
nnh	short	HH:mm	datetime.time.hm_24h	24h without seconds
nnh	medium	HH:mm:ss	datetime.time.hms_24h	24h with seconds
nnh	long	HH:mm:ss z	datetime.time.hms_24h	24h with seconds
nnh	full	HH:mm:ss zzzz	datetime.time.hms_24h	24h with seconds
no	short	HH:mm	datetime.time.hm_24h	24h without seconds
no	medium	HH:mm:ss	datetime.time.hms_24h	24h with seconds
no	long	HH:mm:ss z	datetime.time.hms_24h	24h with seconds
no	full	HH:mm:ss zzzz	datetime.time.hms_24h	24h with seconds
nqo	short	HH:mm	datetime.time.hm_24h	24h without seconds
nqo	medium	HH:mm:ss	datetime.time.hms_24h	24h with seconds
nqo	long	HH:mm:ss z	datetime.time.hms_24h	24h with seconds
nqo	full	HH:mm:ss zzzz	datetime.time.hms_24h	24h with seconds
nr	short	HH:mm	datetime.time.hm_24h	24h without seconds
nr	medium	HH:mm:ss	datetime.time.hms_24h	24h with seconds
nr	long	HH:mm:ss z	datetime.time.hms_24h	24h with seconds
nr	full	HH:mm:ss zzzz	datetime.time.hms_24h	24h with seconds
nso	short	HH:mm	datetime.time.hm_24h	24h without seconds
nso	medium	HH:mm:ss	datetime.time.hms_24h	24h with seconds
nso	long	HH:mm:ss z	datetime.time.hms_24h	24h with seconds
nso	full	HH:mm:ss zzzz	datetime.time.hms_24h	24h with seconds
nus	short	h:mm a	datetime.time.hm_12h	12h without seconds
nus	medium	h:mm:ss a	datetime.time.hms_12h	12h with seconds
nus	long	z h:mm:ss a	datetime.time.hms_12h	12h with seconds
nus	full	zzzz h:mm:ss a	datetime.time.hms_12h	12h with seconds
nv	short	HH:mm	datetime.time.hm_24h	24h without seconds
nv	medium	HH:mm:ss	datetime.time.hms_24h	24h with seconds
nv	long	HH:mm:ss z	datetime.time.hms_24h	24h with seconds
nv	full	HH:mm:ss zzzz	datetime.time.hms_24h	24h with seconds
ny	short	h:mm a	datetime.time.hm_12h	12h without seconds
ny	medium	h:mm:ss a	datetime.time.hms_12h	12h with seconds
ny	long	h:mm:ss a z	datetime.time.hms_12h	12h with seconds
ny	full	h:mm:ss a zzzz	datetime.time.hms_12h	12h with seconds
nyn	short	HH:mm	datetime.time.hm_24h	24h without seconds
nyn	medium	HH:mm:ss	datetime.time.hms_24h	24h with seconds
nyn	long	HH:mm:ss z	datetime.time.hms_24h	24h with seconds
nyn	full	HH:mm:ss zzzz	datetime.time.hms_24h	24h with seconds
oc	short	HH:mm	datetime.time.hm_24h	24h without seconds
oc	medium	HH:mm:ss	datetime.time.hms_24h	24h with seconds
oc	long	HH:mm:ss z	datetime.time.hms_24h	24h with seconds
oc	full	HH:mm:ss zzzz	datetime.time.hms_24h	24h with seconds
oc-ES	short	HH:mm	datetime.time.hm_24h	24h without seconds
oc-ES	medium	HH:mm:ss	datetime.time.hms_24h	24h with seconds
oc-ES	long	HH:mm:ss z	datetime.time.hms_24h	24h with seconds
oc-ES	full	HH:mm:ss zzzz	datetime.time.hms_24h	24h with seconds
om	short	h:mm a	datetime.time.hm_12h	12h without seconds
om	medium	h:mm:ss a	datetime.time.hms_12h	12h with seconds
om	long	h:mm:ss a z	datetime.time.hms_12h	12h with seconds
om	full	h:mm:ss a zzzz	datetime.time.hms_12h	12h with seconds
om-KE	short	HH:mm	datetime.time.hm_24h	24h without seconds
om-KE	medium	HH:mm:ss	datetime.time.hms_24h	24h with seconds
om-KE	long	HH:mm:ss z	datetime.time.hms_24h	24h with seconds
om-KE	full	HH:mm:ss zzzz	datetime.time.hms_24h	24h with seconds
or	short	h:mm a	datetime.time.hm_12h	12h without seconds
or	medium	h:mm:ss a	datetime.time.hms_12h	12h with seconds
or	long	h:mm:ss a z	datetime.time.hms_12h	12h with seconds
or	full	h:mm:ss a zzzz	datetime.time.hms_12h	12h with seconds
os	short	HH:mm	datetime.time.hm_24h	24h without seconds
os	medium	HH:mm:ss	datetime.time.hms_24h	24h with seconds
os	long	HH:mm:ss z	datetime.time.hms_24h	24h with seconds
os	full	HH:mm:ss zzzz	datetime.time.hms_24h	24h with seconds
os-RU	short	HH:mm	datetime.time.hm_24h	24h without seconds
os-RU	medium	HH:mm:ss	datetime.time.hms_24h	24h with seconds
os-RU	long	HH:mm:ss z	datetime.time.hms_24h	24h with seconds
os-RU	full	HH:mm:ss zzzz	datetime.time.hms_24h	24h with seconds
osa	short	HH:mm	datetime.time.hm_24h	24h without seconds
osa	medium	HH:mm:ss	datetime.time.hms_24h	24h with seconds
osa	long	HH:mm:ss z	datetime.time.hms_24h	24h with seconds
osa	full	HH:mm:ss zzzz	datetime.time.hms_24h	24h with seconds
pa	short	h:mm a	datetime.time.hm_12h	12h without seconds
pa	medium	h:mm:ss a	datetime.time.hms_12h	12h with seconds
pa	long	h:mm:ss a z	datetime.time.hms_12h	12h with seconds
pa	full	h:mm:ss a zzzz	datetime.time.hms_12h	12h with seconds
pa-Arab	short	h:mm a	datetime.time.hm_12h	12h without seconds
pa-Arab	medium	h:mm:ss a	datetime.time.hms_12h	12h with seconds
pa-Arab	long	h:mm:ss a z	datetime.time.hms_12h	12h with seconds
pa-Arab	full	h:mm:ss a zzzz	datetime.time.hms_12h	12h with seconds
pa-Guru	short	h:mm a	datetime.time.hm_12h	12h without seconds
pa-Guru	medium	h:mm:ss a	datetime.time.hms_12h	12h with seconds
pa-Guru	long	h:mm:ss a z	datetime.time.hms_12h	12h with seconds
pa-Guru	full	h:mm:ss a zzzz	datetime.time.hms_12h	12h with seconds
pap	short	HH:mm	datetime.time.hm_24h	24h without seconds
pap	medium	HH:mm:ss	datetime.time.hms_24h	24h with seconds
pap	long	HH:mm:ss z	datetime.time.hms_24h	24h with seconds
pap	full	HH:mm:ss zzzz	datetime.time.hms_24h	24h with seconds
pap-AW	short	HH:mm	datetime.time.hm_24h	24h without seconds
pap-AW	medium	HH:mm:ss	datetime.time.hms_24h	24h with seconds
pap-AW	long	HH:mm:ss z	datetime.time.hms_24h	24h with seconds
pap-AW	full	HH:mm:ss zzzz	datetime.time.hms_24h	24h with seconds
pcm	short	HH:mm	datetime.time.hm_24h	24h without seconds
pcm	medium	HH:mm:ss	datetime.time.hms_24h	24h with seconds
pcm	long	H:mm:ss z	datetime.time.hms_24h	24h with seconds
pcm	full	HH:mm:ss zzzz	datetime.time.hms_24h	24h with seconds
pis	short	HH:mm	datetime.time.hm_24h	24h without seconds
pis	medium	HH:mm:ss	datetime.time.hms_24h	24h with seconds
pis	long	HH:mm:ss z	datetime.time.hms_24h	24h with seconds
pis	full	HH:mm:ss zzzz	datetime.time.hms_24h	24h with seconds
prg	short	HH:mm	datetime.time.hm_24h	24h without seconds
prg	medium	HH:mm:ss	datetime.time.hms_24h	24h with seconds
prg	long	HH:mm:ss z	datetime.time.hms_24h	24h with seconds
prg	full	HH:mm:ss zzzz	datetime.time.hms_24h	24h with seconds
ps	short	H:mm	datetime.time.hm_24h	24h without seconds
ps	medium	H:mm:ss	datetime.time.hms_24h	24h with seconds
ps	long	H:mm:ss (z)	datetime.time.hms_24h	24h with seconds
ps	full	H:mm:ss (zzzz)	datetime.time.hms_24h	24h with seconds
ps-PK	short	h:mm a	datetime.time.hm_12h	12h without seconds
ps-PK	medium	h:mm:ss a	datetime.time.hms_12h	12h with seconds
ps-PK	long	h:mm:ss a z	datetime.time.hms_12h	12h with seconds
ps-PK	full	h:mm:ss a zzzz	datetime.time.hms_12h	12h with seconds
pt-AO	short	HH:mm	datetime.time.hm_24h	24h without seconds
pt-AO	medium	HH:mm:ss	datetime.time.hms_24h	24h with seconds
pt-AO	long	HH:mm:ss z	datetime.time.hms_24h	24h with seconds
pt-AO	full	HH:mm:ss zzzz	datetime.time.hms_24h	24h with seconds
pt-CH	short	HH:mm	datetime.time.hm_24h	24h without seconds
pt-CH	medium	HH:mm:ss	datetime.time.hms_24h	24h with seconds
pt-CH	long	HH:mm:ss z	datetime.time.hms_24h	24h with seconds
pt-CH	full	HH:mm:ss zzzz	datetime.time.hms_24h	24h with seconds
pt-CV	short	HH:mm	datetime.time.hm_24h	24h without seconds
pt-CV	medium	HH:mm:ss	datetime.time.hms_24h	24h with seconds
pt-CV	long	HH:mm:ss z	datetime.time.hms_24h	24h with seconds
pt-CV	full	HH:mm:ss zzzz	datetime.time.hms_24h	24h with seconds
pt-GQ	short	HH:mm	datetime.time.hm_24h	24h without seconds
pt-GQ	medium	HH:mm:ss	datetime.time.hms_24h	24h with seconds
pt-GQ	long	HH:mm:ss z	datetime.time.hms_24h	24h with seconds
pt-GQ	full	HH:mm:ss zzzz	datetime.time.hms_24h	24h with seconds
pt-GW	short	HH:mm	datetime.time.hm_24h	24h without seconds
pt-GW	medium	HH:mm:ss	datetime.time.hms_24h	24h with seconds
pt-GW	long	HH:mm:ss z	datetime.time.hms_24h	24h with seconds
pt-GW	full	HH:mm:ss zzzz	datetime.time.hms_24h	24h with seconds
pt-LU	short	HH:mm	datetime.time.hm_24h	24h without seconds
pt-LU	medium	HH:mm:ss	datetime.time.hms_24h	24h with seconds
pt-LU	long	HH:mm:ss z	datetime.time.hms_24h	24h with seconds
pt-LU	full	HH:mm:ss zzzz	datetime.time.hms_24h	24h with seconds
pt-MO	short	h:mm a	datetime.time.hm_12h	12h without seconds
pt-MO	medium	h:mm:ss a	datetime.time.hms_12h	12h with seconds
pt-MO	long	h:mm:ss a z	datetime.time.hms_12h	12h with seconds
pt-MO	full	h:mm:ss a zzzz	datetime.time.hms_12h	12h with seconds
pt-MZ	short	HH:mm	datetime.time.hm_24h	24h without seconds
pt-MZ	medium	HH:mm:ss	datetime.time.hms_24h	24h with seconds
pt-MZ	long	HH:mm:ss z	datetime.time.hms_24h	24h with seconds
pt-MZ	full	HH:mm:ss zzzz	datetime.time.hms_24h	24h with seconds
pt-PT	short	HH:mm	datetime.time.hm_24h	24h without seconds
pt-PT	medium	HH:mm:ss	datetime.time.hms_24h	24h with seconds
pt-PT	long	HH:mm:ss z	datetime.time.hms_24h	24h with seconds
pt-PT	full	HH:mm:ss zzzz	datetime.time.hms_24h	24h with seconds
pt-ST	short	HH:mm	datetime.time.hm_24h	24h without seconds
pt-ST	medium	HH:mm:ss	datetime.time.hms_24h	24h with seconds
pt-ST	long	HH:mm:ss z	datetime.time.hms_24h	24h with seconds
pt-ST	full	HH:mm:ss zzzz	datetime.time.hms_24h	24h with seconds
pt-TL	short	HH:mm	datetime.time.hm_24h	24h without seconds
pt-TL	medium	HH:mm:ss	datetime.time.hms_24h	24h with seconds
pt-TL	long	HH:mm:ss z	datetime.time.hms_24h	24h with seconds
pt-TL	full	HH:mm:ss zzzz	datetime.time.hms_24h	24h with seconds
qu	short	h:mm a	datetime.time.hm_12h	12h without seconds
qu	medium	h:mm:ss a	datetime.time.hms_12h	12h with seconds
qu	long	h:mm:ss a z	datetime.time.hms_12h	12h with seconds
qu	full	h:mm:ss a zzzz	datetime.time.hms_12h	12h with seconds
qu-BO	short	h:mm a	datetime.time.hm_12h	12h without seconds
qu-BO	medium	h:mm:ss a	datetime.time.hms_12h	12h with seconds
qu-BO	long	h:mm:ss a z	datetime.time.hms_12h	12h with seconds
qu-BO	full	h:mm:ss a zzzz	datetime.time.hms_12h	12h with seconds
qu-EC	short	h:mm a	datetime.time.hm_12h	12h without seconds
qu-EC	medium	h:mm:ss a	datetime.time.hms_12h	12h with seconds
qu-EC	long	h:mm:ss a z	datetime.time.hms_12h	12h with seconds
qu-EC	full	h:mm:ss a zzzz	datetime.time.hms_12h	12h with seconds
quc	short	HH:mm	datetime.time.hm_24h	24h without seconds
quc	medium	HH:mm:ss	datetime.time.hms_24h	24h with seconds
quc	long	HH:mm:ss z	datetime.time.hms_24h	24h with seconds
quc	full	HH:mm:ss zzzz	datetime.time.hms_24h	24h with seconds
raj	short	h:mm a	datetime.time.hm_12h	12h without seconds
raj	medium	h:mm:ss a	datetime.time.hms_12h	12h with seconds
raj	long	h:mm:ss a z	datetime.time.hms_12h	12h with seconds
raj	full	h:mm:ss a zzzz	datetime.time.hms_12h	12h with seconds
rhg	short	H:mm	datetime.time.hm_24h	24h without seconds
rhg	medium	HH:mm:ss	datetime.time.hms_24h	24h with seconds
rhg	long	HH:mm:ss z	datetime.time.hms_24h	24h with seconds
rhg	full	HH:mm:ss zzzz	datetime.time.hms_24h	24h with seconds
rhg-Rohg	short	H:mm	datetime.time.hm_24h	24h without seconds
rhg-Rohg	medium	HH:mm:ss	datetime.time.hms_24h	24h with seconds
rhg-Rohg	long	HH:mm:ss z	datetime.time.hms_24h	24h with seconds
rhg-Rohg	full	HH:mm:ss zzzz	datetime.time.hms_24h	24h with seconds
rhg-Rohg-BD	short	h:mm a	datetime.time.hm_12h	12h without seconds
rhg-Rohg-BD	medium	h:mm:ss a	datetime.time.hms_12h	12h with seconds
rhg-Rohg-BD	long	h:mm:ss a z	datetime.time.hms_12h	12h with seconds
rhg-Rohg-BD	full	h:mm:ss a zzzz	datetime.time.hms_12h	12h with seconds
rif	short	HH:mm	datetime.time.hm_24h	24h without seconds
rif	medium	HH:mm:ss	datetime.time.hms_24h	24h with seconds
rif	long	HH:mm:ss z	datetime.time.hms_24h	24h with seconds
rif	full	HH:mm:ss zzzz	datetime.time.hms_24h	24h with seconds
rm	short	HH:mm	datetime.time.hm_24h	24h without seconds
rm	medium	HH:mm:ss	datetime.time.hms_24h	24h with seconds
rm	long	HH:mm:ss z	datetime.time.hms_24h	24h with seconds
rm	full	HH:mm:ss zzzz	datetime.time.hms_24h	24h with seconds
rn	short	HH:mm	datetime.time.hm_24h	24h without seconds
rn	medium	HH:mm:ss	datetime.time.hms_24h	24h with seconds
rn	long	HH:mm:ss z	datetime.time.hms_24h	24h with seconds
rn	full	HH:mm:ss zzzz	datetime.time.hms_24h	24h with seconds
ro-MD	short	HH:mm	datetime.time.hm_24h	24h without seconds
ro-MD	medium	HH:mm:ss	datetime.time.hms_24h	24h with seconds
ro-MD	long	HH:mm:ss z	datetime.time.hms_24h	24h with seconds
ro-MD	full	HH:mm:ss zzzz	datetime.time.hms_24h	24h with seconds
rof	short	HH:mm	datetime.time.hm_24h	24h without seconds
rof	medium	HH:mm:ss	datetime.time.hms_24h	24h with seconds
rof	long	HH:mm:ss z	datetime.time.hms_24h	24h with seconds
rof	full	HH:mm:ss zzzz	datetime.time.hms_24h	24h with seconds
ru-BY	short	HH:mm	datetime.time.hm_24h	24h without seconds
ru-BY	medium	HH:mm:ss	datetime.time.hms_24h	24h with seconds
ru-BY	long	HH:mm:ss z	datetime.time.hms_24h	24h with seconds
ru-BY	full	HH:mm:ss zzzz	datetime.time.hms_24h	24h with seconds
ru-KG	short	HH:mm	datetime.time.hm_24h	24h without seconds
ru-KG	medium	HH:mm:ss	datetime.time.hms_24h	24h with seconds
ru-KG	long	HH:mm:ss z	datetime.time.hms_24h	24h with seconds
ru-KG	full	HH:mm:ss zzzz	datetime.time.hms_24h	24h with seconds
ru-KZ	short	HH:mm	datetime.time.hm_24h	24h without seconds
ru-KZ	medium	HH:mm:ss	datetime.time.hms_24h	24h with seconds
ru-KZ	long	HH:mm:ss z	datetime.time.hms_24h	24h with seconds
ru-KZ	full	HH:mm:ss zzzz	datetime.time.hms_24h	24h with seconds
ru-MD	short	HH:mm	datetime.time.hm_24h	24h without seconds
ru-MD	medium	HH:mm:ss	datetime.time.hms_24h	24h with seconds
ru-MD	long	HH:mm:ss z	datetime.time.hms_24h	24h with seconds
ru-MD	full	HH:mm:ss zzzz	datetime.time.hms_24h	24h with seconds
ru-UA	short	HH:mm	datetime.time.hm_24h	24h without seconds
ru-UA	medium	HH:mm:ss	datetime.time.hms_24h	24h with seconds
ru-UA	long	HH:mm:ss z	datetime.time.hms_24h	24h with seconds
ru-UA	full	HH:mm:ss zzzz	datetime.time.hms_24h	24h with seconds
rw	short	HH:mm	datetime.time.hm_24h	24h without seconds
rw	medium	HH:mm:ss	datetime.time.hms_24h	24h with seconds
rw	long	HH:mm:ss z	datetime.time.hms_24h	24h with seconds
rw	full	HH:mm:ss zzzz	datetime.time.hms_24h	24h with seconds
rwk	short	HH:mm	datetime.time.hm_24h	24h without seconds
rwk	medium	HH:mm:ss	datetime.time.hms_24h	24h with seconds
rwk	long	HH:mm:ss z	datetime.time.hms_24h	24h with seconds
rwk	full	HH:mm:ss zzzz	datetime.time.hms_24h	24h with seconds
sa	short	h:mm a	datetime.time.hm_12h	12h without seconds
sa	medium	h:mm:ss a	datetime.time.hms_12h	12h with seconds
sa	long	h:mm:ss a z	datetime.time.hms_12h	12h with seconds
sa	full	h:mm:ss a zzzz	datetime.time.hms_12h	12h with seconds
sah	short	HH:mm	datetime.time.hm_24h	24h without seconds
sah	medium	HH:mm:ss	datetime.time.hms_24h	24h with seconds
sah	long	HH:mm:ss z	datetime.time.hms_24h	24h with seconds
sah	full	HH:mm:ss zzzz	datetime.time.hms_24h	24h with seconds
saq	short	HH:mm	datetime.time.hm_24h	24h without seconds
saq	medium	HH:mm:ss	datetime.time.hms_24h	24h with seconds
saq	long	HH:mm:ss z	datetime.time.hms_24h	24h with seconds
saq	full	HH:mm:ss zzzz	datetime.time.hms_24h	24h with seconds
sat	short	h:mm a	datetime.time.hm_12h	12h without seconds
sat	medium	h:mm:ss a	datetime.time.hms_12h	12h with seconds
sat	long	h:mm:ss a z	datetime.time.hms_12h	12h with seconds
sat	full	h:mm:ss a zzzz	datetime.time.hms_12h	12h with seconds
sat-Deva	short	HH:mm	datetime.time.hm_24h	24h without seconds
sat-Deva	medium	HH:mm:ss	datetime.time.hms_24h	24h with seconds
sat-Deva	long	HH:mm:ss z	datetime.time.hms_24h	24h with seconds
sat-Deva	full	HH:mm:ss zzzz	datetime.time.hms_24h	24h with seconds
