locale	length	ldml_pattern	normalized	finetype_type	note
kok-Deva	short	d-M-yy	d-M-yy	datetime.date.eu_slash	DMY dash (eu_slash variant)
kok-Deva	medium	d-MMM-y	d-MMM-y	datetime.date.abbreviated_month	abbreviated month
kok-Deva	long	d MMMM y	d MMMM y	datetime.date.long_full_month	full month
kok-Deva	full	EEEE d MMMM y	EEEE d MMMM y	datetime.date.weekday_full_month	weekday + full month
kok-Latn	short	d-M-yy	d-M-yy	datetime.date.eu_slash	DMY dash (eu_slash variant)
kok-Latn	medium	d MMM, y	d MMM, y	datetime.date.abbreviated_month	abbreviated month
kok-Latn	long	d MMMM, y	d MMMM, y	datetime.date.long_full_month	full month
kok-Latn	full	EEEE, d MMMM, y	EEEE, d MMMM, y	datetime.date.weekday_full_month	weekday + full month
kpe	short	y-MM-dd	y-MM-dd	datetime.date.iso	YMD dash
kpe	medium	y MMM d	y MMM d	datetime.date.abbreviated_month	abbreviated month
kpe	long	y MMMM d	y MMMM d	datetime.date.long_full_month	full month
kpe	full	y MMMM d, EEEE	y MMMM d, EEEE	datetime.date.weekday_full_month	weekday + full month
kpe-GN	short	y-MM-dd	y-MM-dd	datetime.date.iso	YMD dash
kpe-GN	medium	y MMM d	y MMM d	datetime.date.abbreviated_month	abbreviated month
kpe-GN	long	y MMMM d	y MMMM d	datetime.date.long_full_month	full month
kpe-GN	full	y MMMM d, EEEE	y MMMM d, EEEE	datetime.date.weekday_full_month	weekday + full month
ks	short	M/d/yy	M/d/yy	datetime.date.us_slash	MDY slash
ks	medium	MMM d, y	MMM d, y	datetime.date.abbreviated_month	abbreviated month
ks	long	MMMM d, y	MMMM d, y	datetime.date.long_full_month	full month
ks	full	EEEE, MMMM d, y	EEEE, MMMM d, y	datetime.date.weekday_full_month	weekday + full month
ks-Arab	short	M/d/yy	M/d/yy	datetime.date.us_slash	MDY slash
ks-Arab	medium	MMM d, y	MMM d, y	datetime.date.abbreviated_month	abbreviated month
ks-Arab	long	MMMM d, y	MMMM d, y	datetime.date.long_full_month	full month
ks-Arab	full	EEEE, MMMM d, y	EEEE, MMMM d, y	datetime.date.weekday_full_month	weekday + full month
ks-Deva	short	d/M/yy	d/M/yy	datetime.date.eu_slash	DMY slash
ks-Deva	medium	d MMM y	d MMM y	datetime.date.abbreviated_month	abbreviated month
ks-Deva	long	d MMMM y	d MMMM y	datetime.date.long_full_month	full month
ks-Deva	full	EEEE, d MMMM y	EEEE, d MMMM y	datetime.date.weekday_full_month	weekday + full month
ksb	short	dd/MM/y	dd/MM/y	datetime.date.eu_slash	DMY slash padded
ksb	medium	d MMM y	d MMM y	datetime.date.abbreviated_month	abbreviated month
ksb	long	d MMMM y	d MMMM y	datetime.date.long_full_month	full month
ksb	full	EEEE, d MMMM y	EEEE, d MMMM y	datetime.date.weekday_full_month	weekday + full month
ksf	short	d/M/y	d/M/y	datetime.date.eu_slash	DMY slash
ksf	medium	d MMM y	d MMM y	datetime.date.abbreviated_month	abbreviated month
ksf	long	d MMMM y	d MMMM y	datetime.date.long_full_month	full month
ksf	full	EEEE d MMMM y	EEEE d MMMM y	datetime.date.weekday_full_month	weekday + full month
ksh	short	d. M. y	d. M. y	datetime.date.eu_dot	DMY dot
ksh	medium	d. MMM. y	d. MMM. y	datetime.date.abbreviated_month	abbreviated month
ksh	long	d. MMMM y	d. MMMM y	datetime.date.long_full_month	full month
ksh	full	EEEE, 'dä' d. MMMM y	EEEE, d. MMMM y	datetime.date.weekday_full_month	weekday + full month
ku	short	dd.MM.y	dd.MM.y	datetime.date.eu_dot	DMY dot
ku	medium	d'ê' MMM'a' y'an'	d MMM y	datetime.date.abbreviated_month	abbreviated month
ku	long	d'ê' MMMM'a' y'an'	d MMMM y	datetime.date.long_full_month	full month
ku	full	EEEE, d'ê' MMMM'a' y'an'	EEEE, d MMMM y	datetime.date.weekday_full_month	weekday + full month
kw	short	y-MM-dd	y-MM-dd	datetime.date.iso	YMD dash
kw	medium	y MMM d	y MMM d	datetime.date.abbreviated_month	abbreviated month
kw	long	y MMMM d	y MMMM d	datetime.date.long_full_month	full month
kw	full	y MMMM d, EEEE	y MMMM d, EEEE	datetime.date.weekday_full_month	weekday + full month
kxv	short	d/M/yy	d/M/yy	datetime.date.eu_slash	DMY slash
kxv	medium	d MMM y	d MMM y	datetime.date.abbreviated_month	abbreviated month
kxv	long	d MMMM y	d MMMM y	datetime.date.long_full_month	full month
kxv	full	EEEE, d MMMM y	EEEE, d MMMM y	datetime.date.weekday_full_month	weekday + full month
kxv-Deva	short	d/M/yy	d/M/yy	datetime.date.eu_slash	DMY slash
kxv-Deva	medium	d MMM y	d MMM y	datetime.date.abbreviated_month	abbreviated month
kxv-Deva	long	d MMMM y	d MMMM y	datetime.date.long_full_month	full month
kxv-Deva	full	EEEE, d MMMM y	EEEE, d MMMM y	datetime.date.weekday_full_month	weekday + full month
kxv-Latn	short	d/M/yy	d/M/yy	datetime.date.eu_slash	DMY slash
kxv-Latn	medium	d MMM y	d MMM y	datetime.date.abbreviated_month	abbreviated month
kxv-Latn	long	d MMMM y	d MMMM y	datetime.date.long_full_month	full month
kxv-Latn	full	EEEE, d MMMM y	EEEE, d MMMM y	datetime.date.weekday_full_month	weekday + full month
kxv-Orya	short	d/M/yy	d/M/yy	datetime.date.eu_slash	DMY slash
kxv-Orya	medium	d MMM y	d MMM y	datetime.date.abbreviated_month	abbreviated month
kxv-Orya	long	d MMMM y	d MMMM y	datetime.date.long_full_month	full month
kxv-Orya	full	EEEE, d MMMM y	EEEE, d MMMM y	datetime.date.weekday_full_month	weekday + full month
kxv-Telu	short	d/M/yy	d/M/yy	datetime.date.eu_slash	DMY slash
kxv-Telu	medium	d MMM y	d MMM y	datetime.date.abbreviated_month	abbreviated month
kxv-Telu	long	d MMMM y	d MMMM y	datetime.date.long_full_month	full month
kxv-Telu	full	EEEE, d MMMM y	EEEE, d MMMM y	datetime.date.weekday_full_month	weekday + full month
ky	short	d/M/yy	d/M/yy	datetime.date.eu_slash	DMY slash
ky	medium	y-'ж'., d-MMM	y-, d-MMM	datetime.date.abbreviated_month	abbreviated month
ky	long	y-'ж'., d-MMMM	y-, d-MMMM	datetime.date.long_full_month	full month
ky	full	y-'ж'., d-MMMM, EEEE	y-, d-MMMM, EEEE	datetime.date.weekday_full_month	weekday + full month
la	short	y-MM-dd	y-MM-dd	datetime.date.iso	YMD dash
la	medium	y MMM d	y MMM d	datetime.date.abbreviated_month	abbreviated month
la	long	y MMMM d	y MMMM d	datetime.date.long_full_month	full month
la	full	y MMMM d, EEEE	y MMMM d, EEEE	datetime.date.weekday_full_month	weekday + full month
lag	short	dd/MM/y	dd/MM/y	datetime.date.eu_slash	DMY slash padded
lag	medium	d MMM y	d MMM y	datetime.date.abbreviated_month	abbreviated month
lag	long	d MMMM y	d MMMM y	datetime.date.long_full_month	full month
lag	full	EEEE, d MMMM y	EEEE, d MMMM y	datetime.date.weekday_full_month	weekday + full month
lb	short	dd.MM.yy	dd.MM.yy	datetime.date.eu_dot	DMY dot
lb	medium	d. MMM y	d. MMM y	datetime.date.abbreviated_month	abbreviated month
lb	long	d. MMMM y	d. MMMM y	datetime.date.long_full_month	full month
lb	full	EEEE, d. MMMM y	EEEE, d. MMMM y	datetime.date.weekday_full_month	weekday + full month
lg	short	dd/MM/y	dd/MM/y	datetime.date.eu_slash	DMY slash padded
lg	medium	d MMM y	d MMM y	datetime.date.abbreviated_month	abbreviated month
lg	long	d MMMM y	d MMMM y	datetime.date.long_full_month	full month
lg	full	EEEE, d MMMM y	EEEE, d MMMM y	datetime.date.weekday_full_month	weekday + full month
lij	short	y-MM-dd	y-MM-dd	datetime.date.iso	YMD dash
lij	medium	y MMM d	y MMM d	datetime.date.abbreviated_month	abbreviated month
lij	long	y MMMM d	y MMMM d	datetime.date.long_full_month	full month
lij	full	y MMMM d, EEEE	y MMMM d, EEEE	datetime.date.weekday_full_month	weekday + full month
lkt	short	M/d/yy	M/d/yy	datetime.date.us_slash	MDY slash
lkt	medium	MMM d, y	MMM d, y	datetime.date.abbreviated_month	abbreviated month
lkt	long	MMMM d, y	MMMM d, y	datetime.date.long_full_month	full month
lkt	full	EEEE, MMMM d, y	EEEE, MMMM d, y	datetime.date.weekday_full_month	weekday + full month
lld	short	dd.MM.yy	dd.MM.yy	datetime.date.eu_dot	DMY dot
lld	medium	d MMM y	d MMM y	datetime.date.abbreviated_month	abbreviated month
lld	long	d MMMM y	d MMMM y	datetime.date.long_full_month	full month
lld	full	EEEE, d MMMM 'dl' y	EEEE, d MMMM y	datetime.date.weekday_full_month	weekday + full month
lmo	short	y-MM-dd	y-MM-dd	datetime.date.iso	YMD dash
lmo	medium	y MMM d	y MMM d	datetime.date.abbreviated_month	abbreviated month
lmo	long	y MMMM d	y MMMM d	datetime.date.long_full_month	full month
lmo	full	y MMMM d, EEEE	y MMMM d, EEEE	datetime.date.weekday_full_month	weekday + full month
ln	short	d/M/y	d/M/y	datetime.date.eu_slash	DMY slash
ln	medium	d MMM y	d MMM y	datetime.date.abbreviated_month	abbreviated month
ln	long	d MMMM y	d MMMM y	datetime.date.long_full_month	full month
ln	full	EEEE d MMMM y	EEEE d MMMM y	datetime.date.weekday_full_month	weekday + full month
ln-AO	short	d/M/y	d/M/y	datetime.date.eu_slash	DMY slash
ln-AO	medium	d MMM y	d MMM y	datetime.date.abbreviated_month	abbreviated month
ln-AO	long	d MMMM y	d MMMM y	datetime.date.long_full_month	full month
ln-AO	full	EEEE d MMMM y	EEEE d MMMM y	datetime.date.weekday_full_month	weekday + full month
ln-CF	short	d/M/y	d/M/y	datetime.date.eu_slash	DMY slash
ln-CF	medium	d MMM y	d MMM y	datetime.date.abbreviated_month	abbreviated month
ln-CF	long	d MMMM y	d MMMM y	datetime.date.long_full_month	full month
ln-CF	full	EEEE d MMMM y	EEEE d MMMM y	datetime.date.weekday_full_month	weekday + full month
ln-CG	short	d/M/y	d/M/y	datetime.date.eu_slash	DMY slash
ln-CG	medium	d MMM y	d MMM y	datetime.date.abbreviated_month	abbreviated month
ln-CG	long	d MMMM y	d MMMM y	datetime.date.long_full_month	full month
ln-CG	full	EEEE d MMMM y	EEEE d MMMM y	datetime.date.weekday_full_month	weekday + full month
lo	short	d/M/y	d/M/y	datetime.date.eu_slash	DMY slash
lo	medium	d MMM y	d MMM y	datetime.date.abbreviated_month	abbreviated month
lo	long	d MMMM y	d MMMM y	datetime.date.long_full_month	full month
lo	full	EEEE, d MMMM y	EEEE, d MMMM y	datetime.date.weekday_full_month	weekday + full month
lrc	short	y-MM-dd	y-MM-dd	datetime.date.iso	YMD dash
lrc	medium	y MMM d	y MMM d	datetime.date.abbreviated_month	abbreviated month
lrc	long	y MMMM d	y MMMM d	datetime.date.long_full_month	full month
lrc	full	y MMMM d, EEEE	y MMMM d, EEEE	datetime.date.weekday_full_month	weekday + full month
lrc-IQ	short	y-MM-dd	y-MM-dd	datetime.date.iso	YMD dash
lrc-IQ	medium	y MMM d	y MMM d	datetime.date.abbreviated_month	abbreviated month
lrc-IQ	long	y MMMM d	y MMMM d	datetime.date.long_full_month	full month
lrc-IQ	full	y MMMM d, EEEE	y MMMM d, EEEE	datetime.date.weekday_full_month	weekday + full month
ltg	short	y-MM-dd	y-MM-dd	datetime.date.iso	YMD dash
ltg	medium	y MMM d	y MMM d	datetime.date.abbreviated_month	abbreviated month
ltg	long	y MMMM d	y MMMM d	datetime.date.long_full_month	full month
ltg	full	y MMMM d, EEEE	y MMMM d, EEEE	datetime.date.weekday_full_month	weekday + full month
lu	short	d/M/y	d/M/y	datetime.date.eu_slash	DMY slash
lu	medium	d MMM y	d MMM y	datetime.date.abbreviated_month	abbreviated month
lu	long	d MMMM y	d MMMM y	datetime.date.long_full_month	full month
lu	full	EEEE d MMMM y	EEEE d MMMM y	datetime.date.weekday_full_month	weekday + full month
luo	short	dd/MM/y	dd/MM/y	datetime.date.eu_slash	DMY slash padded
luo	medium	d MMM y	d MMM y	datetime.date.abbreviated_month	abbreviated month
luo	long	d MMMM y	d MMMM y	datetime.date.long_full_month	full month
luo	full	EEEE, d MMMM y	EEEE, d MMMM y	datetime.date.weekday_full_month	weekday + full month
luy	short	dd/MM/y	dd/MM/y	datetime.date.eu_slash	DMY slash padded
luy	medium	d MMM y	d MMM y	datetime.date.abbreviated_month	abbreviated month
luy	long	d MMMM y	d MMMM y	datetime.date.long_full_month	full month
luy	full	EEEE, d MMMM y	EEEE, d MMMM y	datetime.date.weekday_full_month	weekday + full month
mai	short	d/M/yy	d/M/yy	datetime.date.eu_slash	DMY slash
mai	medium	d MMM y	d MMM y	datetime.date.abbreviated_month	abbreviated month
mai	long	d MMMM y	d MMMM y	datetime.date.long_full_month	full month
mai	full	EEEE, d MMMM y	EEEE, d MMMM y	datetime.date.weekday_full_month	weekday + full month
mas	short	dd/MM/y	dd/MM/y	datetime.date.eu_slash	DMY slash padded
mas	medium	d MMM y	d MMM y	datetime.date.abbreviated_month	abbreviated month
mas	long	d MMMM y	d MMMM y	datetime.date.long_full_month	full month
mas	full	EEEE, d MMMM y	EEEE, d MMMM y	datetime.date.weekday_full_month	weekday + full month
mas-TZ	short	dd/MM/y	dd/MM/y	datetime.date.eu_slash	DMY slash padded
mas-TZ	medium	d MMM y	d MMM y	datetime.date.abbreviated_month	abbreviated month
mas-TZ	long	d MMMM y	d MMMM y	datetime.date.long_full_month	full month
mas-TZ	full	EEEE, d MMMM y	EEEE, d MMMM y	datetime.date.weekday_full_month	weekday + full month
mdf	short	y-MM-dd	y-MM-dd	datetime.date.iso	YMD dash
mdf	medium	y MMM d	y MMM d	datetime.date.abbreviated_month	abbreviated month
mdf	long	y MMMM d	y MMMM d	datetime.date.long_full_month	full month
mdf	full	y MMMM d, EEEE	y MMMM d, EEEE	datetime.date.weekday_full_month	weekday + full month
mer	short	dd/MM/y	dd/MM/y	datetime.date.eu_slash	DMY slash padded
mer	medium	d MMM y	d MMM y	datetime.date.abbreviated_month	abbreviated month
mer	long	d MMMM y	d MMMM y	datetime.date.long_full_month	full month
mer	full	EEEE, d MMMM y	EEEE, d MMMM y	datetime.date.weekday_full_month	weekday + full month
mfe	short	d/M/y	d/M/y	datetime.date.eu_slash	DMY slash
mfe	medium	d MMM, y	d MMM, y	datetime.date.abbreviated_month	abbreviated month
mfe	long	d MMMM y	d MMMM y	datetime.date.long_full_month	full month
mfe	full	EEEE d MMMM y	EEEE d MMMM y	datetime.date.weekday_full_month	weekday + full month
mg	short	y-MM-dd	y-MM-dd	datetime.date.iso	YMD dash
mg	medium	y MMM d	y MMM d	datetime.date.abbreviated_month	abbreviated month
mg	long	d MMMM y	d MMMM y	datetime.date.long_full_month	full month
mg	full	EEEE d MMMM y	EEEE d MMMM y	datetime.date.weekday_full_month	weekday + full month
mgh	short	dd/MM/y	dd/MM/y	datetime.date.eu_slash	DMY slash padded
mgh	medium	d MMM y	d MMM y	datetime.date.abbreviated_month	abbreviated month
mgh	long	d MMMM y	d MMMM y	datetime.date.long_full_month	full month
mgh	full	EEEE, d MMMM y	EEEE, d MMMM y	datetime.date.weekday_full_month	weekday + full month
mgo	short	y-MM-dd	y-MM-dd	datetime.date.iso	YMD dash
mgo	medium	y MMM d	y MMM d	datetime.date.abbreviated_month	abbreviated month
mgo	long	y MMMM d	y MMMM d	datetime.date.long_full_month	full month
mgo	full	EEEE, y MMMM dd	EEEE, y MMMM dd	datetime.date.weekday_full_month	weekday + full month
mhn	short	y-MM-dd	y-MM-dd	datetime.date.iso	YMD dash
mhn	medium	y MMM d	y MMM d	datetime.date.abbreviated_month	abbreviated month
mhn	long	y MMMM d	y MMMM d	datetime.date.long_full_month	full month
mhn	full	y MMMM d, EEEE	y MMMM d, EEEE	datetime.date.weekday_full_month	weekday + full month
mi	short	dd-MM-y	dd-MM-y	datetime.date.eu_slash	DMY dash (eu_slash variant)
mi	medium	d MMM y	d MMM y	datetime.date.abbreviated_month	abbreviated month
mi	long	d MMMM y	d MMMM y	datetime.date.long_full_month	full month
mi	full	EEEE, d MMMM y	EEEE, d MMMM y	datetime.date.weekday_full_month	weekday + full month
mic	short	y-MM-dd	y-MM-dd	datetime.date.iso	YMD dash
mic	medium	y MMM d	y MMM d	datetime.date.abbreviated_month	abbreviated month
mic	long	y MMMM d	y MMMM d	datetime.date.long_full_month	full month
mic	full	y MMMM d, EEEE	y MMMM d, EEEE	datetime.date.weekday_full_month	weekday + full month
mk	short	d.M.yy	d.M.yy	datetime.date.eu_dot	DMY dot
mk	medium	d.M.y 'г'.	d.M.y	datetime.date.eu_dot	DMY dot
mk	long	d MMMM y 'г'.	d MMMM y	datetime.date.long_full_month	full month
mk	full	EEEE, d MMMM y 'г'.	EEEE, d MMMM y	datetime.date.weekday_full_month	weekday + full month
ml	short	d/M/yy	d/M/yy	datetime.date.eu_slash	DMY slash
ml	medium	y, MMM d	y, MMM d	datetime.date.abbreviated_month	abbreviated month
ml	long	y, MMMM d	y, MMMM d	datetime.date.long_full_month	full month
ml	full	y, MMMM d, EEEE	y, MMMM d, EEEE	datetime.date.weekday_full_month	weekday + full month
mn	short	y.MM.dd	y.MM.dd	datetime.date.iso	YMD dot (Hungarian style)
mn	medium	y 'оны' MMM'ын' d	y MMM d	datetime.date.abbreviated_month	abbreviated month
mn	long	y 'оны' MMMM'ын' d	y MMMM d	datetime.date.long_full_month	full month
mn	full	y 'оны' MMMM'ын' d, EEEE 'гараг'	y MMMM d, EEEE	datetime.date.weekday_full_month	weekday + full month
mn-Mong	short	y-MM-dd	y-MM-dd	datetime.date.iso	YMD dash
mn-Mong	medium	y MMM d	y MMM d	datetime.date.abbreviated_month	abbreviated month
mn-Mong	long	y MMMM d	y MMMM d	datetime.date.long_full_month	full month
mn-Mong	full	y MMMM d, EEEE	y MMMM d, EEEE	datetime.date.weekday_full_month	weekday + full month
mn-Mong-MN	short	y.MM.dd	y.MM.dd	datetime.date.iso	YMD dot (Hungarian style)
mn-Mong-MN	medium	y.MM.dd	y.MM.dd	datetime.date.iso	YMD dot (Hungarian style)
mn-Mong-MN	long	y ᠋ᠣᠨ ᠤMMMM᠎᠎ ᠤᠩ d	y ᠋ᠣᠨ ᠤMMMM᠎᠎ ᠤᠩ d	datetime.date.long_full_month	full month
mn-Mong-MN	full	y ᠣᠨ ᠎᠎᠎ᠤ MMMM᠎᠎ᠢᠢᠨd. EEEE ᠋ᠭᠠᠷᠠᠭ	y ᠣᠨ ᠎᠎᠎ᠤ MMMM᠎᠎ᠢᠢᠨd. EEEE ᠋ᠭᠠᠷᠠᠭ	datetime.date.weekday_full_month	weekday + full month
mni	short	d/M/yy	d/M/yy	datetime.date.eu_slash	DMY slash
mni	medium	MMM d, y	MMM d, y	datetime.date.abbreviated_month	abbreviated month
mni	long	MMMM d, y	MMMM d, y	datetime.date.long_full_month	full month
mni	full	MMMM d, y, EEEE	MMMM d, y, EEEE	datetime.date.weekday_full_month	weekday + full month
mni-Beng	short	d/M/yy	d/M/yy	datetime.date.eu_slash	DMY slash
mni-Beng	medium	MMM d, y	MMM d, y	datetime.date.abbreviated_month	abbreviated month
mni-Beng	long	MMMM d, y	MMMM d, y	datetime.date.long_full_month	full month
mni-Beng	full	MMMM d, y, EEEE	MMMM d, y, EEEE	datetime.date.weekday_full_month	weekday + full month
mni-Mtei	short	y-MM-dd	y-MM-dd	datetime.date.iso	YMD dash
mni-Mtei	medium	y MMM d	y MMM d	datetime.date.abbreviated_month	abbreviated month
mni-Mtei	long	y MMMM d	y MMMM d	datetime.date.long_full_month	full month
mni-Mtei	full	y MMMM d, EEEE	y MMMM d, EEEE	datetime.date.weekday_full_month	weekday + full month
moh	short	y-MM-dd	y-MM-dd	datetime.date.iso	YMD dash
moh	medium	y MMM d	y MMM d	datetime.date.abbreviated_month	abbreviated month
moh	long	y MMMM d	y MMMM d	datetime.date.long_full_month	full month
moh	full	y MMMM d, EEEE	y MMMM d, EEEE	datetime.date.weekday_full_month	weekday + full month
mr	short	d/M/yy	d/M/yy	datetime.date.eu_slash	DMY slash
mr	medium	d MMM, y	d MMM, y	datetime.date.abbreviated_month	abbreviated month
mr	long	d MMMM, y	d MMMM, y	datetime.date.long_full_month	full month
mr	full	EEEE, d MMMM, y	EEEE, d MMMM, y	datetime.date.weekday_full_month	weekday + full month
ms	short	d/MM/yy	d/MM/yy	datetime.date.eu_slash	DMY slash padded
ms	medium	d MMM y	d MMM y	datetime.date.abbreviated_month	abbreviated month
ms	long	d MMMM y	d MMMM y	datetime.date.long_full_month	full month
ms	full	EEEE, d MMMM y	EEEE, d MMMM y	datetime.date.weekday_full_month	weekday + full month
ms-Arab	short	d/MM/yy	d/MM/yy	datetime.date.eu_slash	DMY slash padded
ms-Arab	medium	dd/MM/y	dd/MM/y	datetime.date.eu_slash	DMY slash padded
ms-Arab	long	d MMMM y	d MMMM y	datetime.date.long_full_month	full month
ms-Arab	full	EEEE، d MMMM y	EEEE، d MMMM y	datetime.date.weekday_full_month	weekday + full month
ms-Arab-BN	short	d/MM/yy	d/MM/yy	datetime.date.eu_slash	DMY slash padded
ms-Arab-BN	medium	dd/MM/y	dd/MM/y	datetime.date.eu_slash	DMY slash padded
ms-Arab-BN	long	d MMMM y	d MMMM y	datetime.date.long_full_month	full month
ms-Arab-BN	full	dd MMMM y	dd MMMM y	datetime.date.long_full_month	full month
ms-BN	short	d/MM/yy	d/MM/yy	datetime.date.eu_slash	DMY slash padded
ms-BN	medium	d MMM y	d MMM y	datetime.date.abbreviated_month	abbreviated month
ms-BN	long	d MMMM y	d MMMM y	datetime.date.long_full_month	full month
ms-BN	full	dd MMMM y	dd MMMM y	datetime.date.long_full_month	full month
ms-ID	short	dd/MM/yy	dd/MM/yy	datetime.date.eu_slash	DMY slash padded
ms-ID	medium	d MMM y	d MMM y	datetime.date.abbreviated_month	abbreviated month
ms-ID	long	d MMMM y	d MMMM y	datetime.date.long_full_month	full month
ms-ID	full	EEEE, dd MMMM y	EEEE, dd MMMM y	datetime.date.weekday_full_month	weekday + full month
ms-SG	short	d/MM/yy	d/MM/yy	datetime.date.eu_slash	DMY slash padded
ms-SG	medium	d MMM y	d MMM y	datetime.date.abbreviated_month	abbreviated month
ms-SG	long	d MMMM y	d MMMM y	datetime.date.long_full_month	full month
ms-SG	full	EEEE, d MMMM y	EEEE, d MMMM y	datetime.date.weekday_full_month	weekday + full month
mt	short	dd/MM/y	dd/MM/y	datetime.date.eu_slash	DMY slash padded
mt	medium	dd MMM y	dd MMM y	datetime.date.abbreviated_month	abbreviated month
mt	long	d 'ta'’ MMMM y	d ’ MMMM y	datetime.date.long_full_month	full month
mt	full	EEEE, d 'ta'’ MMMM y	EEEE, d ’ MMMM y	datetime.date.weekday_full_month	weekday + full month
mua	short	d/M/y	d/M/y	datetime.date.eu_slash	DMY slash
mua	medium	d MMM y	d MMM y	datetime.date.abbreviated_month	abbreviated month
